,date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner,elo_diff,winrate_10_diff,winrate_30_diff,experience_diff,rank_diff,h2h_winrate,team_1_wins
10686,2019-04-08,Nemiga,Chaos,Inferno,14,16,2,1,6,9,8,7,4513,2332310,54,48,1,2,2,-3.060094008968008,-0.10000000000000009,0.16666666666666663,89,6,0.0,0
10687,2019-04-08,Nemiga,Chaos,Overpass,16,9,1,2,8,2,8,7,4513,2332310,54,48,1,2,2,-34.77825622284308,-0.20000000000000007,0.09999999999999998,89,6,0.0,0
10688,2019-04-08,ex-3DMAX,Akopalipsa,Inferno,16,7,1,1,10,5,6,2,4433,2332414,43,108,2,0,1,111.61785886423604,0.19999999999999996,0.09090909090909094,16,-65,0.5,1
10689,2019-04-08,ex-3DMAX,Akopalipsa,Mirage,16,7,1,1,8,7,8,0,4433,2332414,43,108,2,0,1,133.67713558046444,0.2714285714285714,0.18012422360248453,16,-65,1.0,1
10690,2019-04-08,NoChance,Virtus.pro,Train,16,10,1,2,8,3,8,7,4513,2332325,37,59,2,1,1,169.1148543273323,0.39999999999999997,0.1333333333333333,-164,-22,1.0,1
10691,2019-04-08,NoChance,Virtus.pro,Mirage,9,16,2,2,3,7,6,9,4513,2332325,37,59,2,1,1,186.66255096497775,0.6000000000000001,0.2,-164,-22,1.0,1
10692,2019-04-08,ALTERNATE aTTaX,Tricked,Inferno,8,16,2,2,5,4,3,12,4513,2332324,38,61,0,2,2,-294.0432403969569,-0.7,-0.2666666666666666,-164,-23,0.5,0
10693,2019-04-08,Giants,Akopalipsa,Nuke,16,7,1,2,8,0,8,7,4433,2332416,137,108,2,1,1,-10.776263285913046,0.125,-0.00833333333333336,52,29,0.5,1
10694,2019-04-08,Giants,Akopalipsa,Dust2,16,7,1,1,10,5,6,2,4433,2332416,137,108,2,1,1,22.215949083753458,0.16666666666666669,0.033333333333333326,52,29,1.0,1
10695,2019-04-08,Giants,Akopalipsa,Inferno,16,19,2,2,6,9,9,6,4433,2332416,137,108,2,1,1,52.172568694311394,0.2,0.06666666666666665,52,29,1.0,1
10696,2019-04-08,ALTERNATE aTTaX,Tricked,Nuke,7,16,2,1,5,10,2,6,4513,2332324,38,61,0,2,2,-303.9906192337828,-0.7,-0.33333333333333337,-164,-23,0.0,0
10697,2019-04-07,devils.one,Windigo,Mirage,14,16,2,1,8,7,6,9,4530,2332409,33,15,1,2,2,-100.43065969413965,-0.4,0.06666666666666665,-102,18,0.5,0
10698,2019-04-07,forZe,Endpoint,Nuke,16,8,1,1,11,4,5,4,4433,2332225,25,97,2,0,1,400.1161187533237,0.7,0.39999999999999997,275,-72,0.5,1
10699,2019-04-07,forZe,Endpoint,Inferno,16,11,1,2,10,2,6,9,4433,2332225,25,97,2,0,1,405.9307660233105,0.7,0.441025641025641,275,-72,1.0,1
10700,2019-04-07,MVP PK,Alpha Red,Mirage,19,17,1,1,14,1,1,14,4475,2332262,62,57,2,0,1,52.09717775633749,-0.09999999999999998,0.1333333333333333,-60,5,0.0,1
10701,2019-04-07,MVP PK,Alpha Red,Inferno,16,3,1,1,12,3,4,0,4475,2332262,62,57,2,0,1,79.33449222135528,0.0,0.1333333333333333,-60,5,0.5,1
10702,2019-04-07,devils.one,Windigo,Nuke,16,12,1,2,11,2,5,10,4530,2332409,33,15,1,2,2,-123.42995983142828,-0.4,0.029166666666666674,-102,18,0.0,0
10703,2019-04-07,devils.one,Windigo,Overpass,13,16,2,1,6,9,7,7,4530,2332409,33,15,1,2,2,-144.5169331031725,-0.5,-0.0039215686274509665,-102,18,0.0,0
10704,2019-04-07,Epsilon,Movistar Riders,Overpass,10,16,2,2,3,8,7,8,4477,2332350,28,38,2,1,1,-115.07115215409544,-0.2,-0.2,-131,-10,0.0,1
10705,2019-04-07,AGO,Valiance,Train,9,16,2,1,8,7,1,9,4530,2332410,20,17,1,2,2,-295.694038995631,-0.19999999999999996,-0.39999999999999997,170,3,0.0,0
10706,2019-04-07,AGO,Valiance,Nuke,7,16,2,1,6,9,1,7,4530,2332410,20,17,1,2,2,-305.5618436383086,-0.19999999999999996,-0.39999999999999997,170,3,0.0,0
10707,2019-04-07,AGO,Valiance,Inferno,16,13,1,2,10,4,6,9,4530,2332410,20,17,1,2,2,-314.96480179440937,-0.3,-0.39999999999999997,170,3,0.0,0
10708,2019-04-07,Epsilon,Movistar Riders,Mirage,16,11,1,1,11,4,5,7,4477,2332350,28,38,2,1,1,-72.8439561746734,-0.2,-0.1333333333333333,-131,-10,0.25,1
10709,2019-04-07,Valiance,Unique,Inferno,22,20,1,1,12,3,3,12,4530,2332379,17,107,2,1,1,351.77330782370814,0.3,0.29999999999999993,-133,-90,0.5,1
10710,2019-04-07,HAVU,Tricked,Dust2,16,8,1,2,7,2,9,6,4395,2332264,64,61,2,0,1,-282.574627682106,-0.7,-0.4333333333333334,53,3,0.5,1
10711,2019-04-07,HAVU,Tricked,Nuke,16,6,1,1,10,5,6,1,4395,2332264,64,61,2,0,1,-229.08934752643836,-0.5,-0.4000000000000001,53,3,1.0,1
10712,2019-04-07,Valiance,Unique,Mirage,6,16,2,2,2,5,4,11,4530,2332379,17,107,2,1,1,359.2360960420399,0.49999999999999994,0.33333333333333326,-133,-90,1.0,1
10713,2019-04-07,Valiance,Unique,Train,16,7,1,1,11,4,5,3,4530,2332379,17,107,2,1,1,366.42030297321594,0.7000000000000001,0.33333333333333326,-133,-90,1.0,1
10714,2019-04-07,Natus Vincere,fnatic,Mirage,16,13,1,2,9,5,7,8,4240,2332090,4,12,3,0,1,-45.54361178648355,0.09999999999999998,-0.1333333333333333,-43,-8,0.3333333333333333,1
10715,2019-04-07,Natus Vincere,fnatic,Dust2,16,11,1,1,7,8,9,3,4240,2332090,4,12,3,0,1,-9.37275249714935,0.19999999999999996,-0.09999999999999998,-43,-8,0.4,1
10716,2019-04-07,Natus Vincere,fnatic,Inferno,16,10,1,1,7,8,9,2,4240,2332090,4,12,3,0,1,23.490300556250304,0.39999999999999997,-0.06666666666666665,-43,-8,0.45454545454545453,1
10717,2019-04-07,AGO,Mock-it,Inferno,16,8,1,1,9,6,7,2,4530,2332378,20,100,2,0,1,-31.969089867317507,0.2,0.3,215,-80,0.5,1
10718,2019-04-07,AGO,Mock-it,Overpass,16,13,1,2,9,5,7,8,4530,2332378,20,100,2,0,1,2.967090253817787,0.3,0.3,215,-80,1.0,1
10719,2019-04-07,devils.one,ex-Fragsters,Nuke,16,14,1,1,10,5,6,9,4530,2332377,33,99,2,0,1,58.67653074769987,0.0,0.13636363636363635,7,-66,0.5,1
10720,2019-04-07,ex-3DMAX,pro100,Inferno,16,12,1,1,7,8,9,4,4433,2332223,43,72,2,1,1,113.79957205624078,0.20000000000000007,0.2916666666666667,-167,-29,0.5,1
10721,2019-04-07,ex-3DMAX,pro100,Nuke,16,14,1,2,9,6,7,8,4433,2332223,43,72,2,1,1,135.67765281112634,0.30000000000000004,0.3066666666666667,-167,-29,1.0,1
10722,2019-04-07,devils.one,ex-Fragsters,Train,16,6,1,2,5,2,11,4,4530,2332377,33,99,2,0,1,85.32302363925146,0.10000000000000003,0.19298245614035087,7,-66,1.0,1
10723,2019-04-07,ex-3DMAX,pro100,Overpass,11,16,2,1,10,5,1,11,4433,2332223,43,72,2,1,1,155.78001263115766,0.5,0.35384615384615387,-167,-29,1.0,1
10724,2019-04-07,Windigo,Valiance,Dust2,8,16,2,1,5,10,3,6,4530,2332411,15,17,2,1,1,-88.26788494032394,-0.09999999999999998,-0.19999999999999996,72,-2,0.0,1
10725,2019-04-07,PACT,Epsilon,Cache,17,19,2,2,7,8,8,7,4477,2332408,74,28,1,2,2,-76.95333777431074,0.0,-0.2,100,46,0.5,0
10726,2019-04-07,Endpoint,ex-Fragsters,Inferno,8,16,2,1,3,12,5,4,4433,2332413,97,99,2,1,1,-165.34698237690964,-0.3,-0.12250712250712253,14,-2,0.5,1
10727,2019-04-07,Endpoint,ex-Fragsters,Train,16,13,1,1,9,6,7,7,4433,2332413,97,99,2,1,1,-119.17227582581745,-0.19999999999999998,-0.07142857142857142,14,-2,1.0,1
10728,2019-04-07,Endpoint,ex-Fragsters,Mirage,16,12,1,2,10,3,6,9,4433,2332413,97,99,2,1,1,-76.60722528493216,-0.09999999999999998,-0.025287356321839066,14,-2,1.0,1
10729,2019-04-07,pro100,Giants,Vertigo,14,16,2,2,6,9,8,7,4433,2332412,72,137,1,2,2,-24.435645650009747,-0.09999999999999998,-0.09999999999999998,131,-65,0.5,0
10730,2019-04-07,pro100,Giants,Nuke,16,19,2,1,11,4,4,11,4433,2332412,72,137,1,2,2,-54.18874306905013,-0.19999999999999996,-0.09999999999999998,131,-65,0.0,0
10731,2019-04-07,Winstrike,Sharks,Dust2,13,16,2,1,8,7,5,9,4513,2332323,27,73,1,2,2,131.4313123156494,0.3,0.36666666666666664,57,-46,0.5,0
10732,2019-04-07,Winstrike,Sharks,Nuke,16,12,1,1,9,6,7,6,4513,2332323,27,73,1,2,2,87.87223165083469,0.2,0.3333333333333333,57,-46,0.0,0
10733,2019-04-07,Winstrike,Sharks,Train,17,19,2,1,11,4,4,11,4513,2332323,27,73,1,2,2,47.94716421255225,0.0,0.3,57,-46,0.0,0
10734,2019-04-07,Windigo,Valiance,Nuke,16,5,1,1,10,5,6,0,4530,2332411,15,17,2,1,1,-48.30862124381588,0.0,-0.16666666666666663,72,-2,0.5,1
10735,2019-04-07,pro100,Giants,Inferno,16,10,1,1,10,5,6,5,4433,2332412,72,137,1,2,2,-81.23785542710198,-0.30000000000000004,-0.13333333333333336,131,-65,0.0,0
10736,2019-04-07,Windigo,Valiance,Mirage,16,14,1,1,7,8,9,6,4530,2332411,15,17,2,1,1,-11.887686218967929,0.19999999999999996,-0.1333333333333333,72,-2,0.6666666666666666,1
10737,2019-04-07,ATMOS,Salamander,Inferno,19,15,1,1,8,7,7,8,4497,2332326,80,79,2,0,1,-4.088158886535439,-0.3,-0.25,-7,1,0.5,1
10738,2019-04-07,pro100,HAVU,Dust2,12,16,2,1,11,4,1,12,4497,2332282,72,64,0,2,2,-96.0396129355122,-0.09999999999999998,-0.09999999999999998,-121,8,0.5,0
10739,2019-04-07,PACT,Epsilon,Mirage,8,16,2,1,3,12,5,4,4477,2332408,74,28,1,2,2,-101.97934465764706,-0.09999999999999998,-0.23333333333333334,100,46,0.0,0
10740,2019-04-07,PACT,Epsilon,Inferno,16,8,1,2,8,1,8,7,4477,2332408,74,28,1,2,2,-124.84745572224324,-0.2,-0.3,100,46,0.0,0
10741,2019-04-07,ATMOS,Salamander,Dust2,19,15,1,1,7,8,8,7,4497,2332326,80,79,2,0,1,28.288357085250937,-0.13333333333333333,-0.06410256410256412,-7,1,1.0,1
10742,2019-04-07,Giants,Akopalipsa,Nuke,14,16,2,2,9,6,5,10,4433,2332224,137,108,1,2,2,120.129777183221,0.5,0.16060606060606064,55,29,1.0,0
10743,2019-04-07,Giants,Akopalipsa,Inferno,12,16,2,1,4,11,8,5,4433,2332224,137,108,1,2,2,77.48622212244982,0.29999999999999993,0.10000000000000003,55,29,0.75,0
10744,2019-04-07,Giants,Akopalipsa,Dust2,16,6,1,2,6,1,10,5,4433,2332224,137,108,1,2,2,38.46549535961185,0.09999999999999998,0.04871794871794871,55,29,0.6,0
10745,2019-04-07,pro100,HAVU,Inferno,17,19,2,2,8,7,7,8,4497,2332282,72,64,0,2,2,-119.41265607419518,-0.3,-0.13333333333333336,-121,8,0.0,0
10746,2019-04-06,Epsilon,average25iqbutheadshots,Mirage,16,11,1,1,9,6,7,5,4477,2332312,28,187,16,11,1,34.122610959915164,0.5,0.5333333333333333,112,-159,0.5,1
10747,2019-04-06,Renegades,Natus Vincere,Train,4,16,2,2,0,5,4,11,4240,2332089,7,4,1,2,2,-100.42045911451646,-0.09999999999999998,-0.06666666666666665,-23,3,0.5,0
10748,2019-04-06,Jade,Surge,Train,8,16,2,1,4,11,4,5,4507,2332314,219,181,2,1,1,-79.5396094861544,0.2,0.3,40,38,0.5,1
10749,2019-04-06,Jade,Surge,Dust2,16,4,1,1,11,4,5,0,4507,2332314,219,181,2,1,1,-40.339097522239626,0.3,0.3,40,38,1.0,1
10750,2019-04-06,Jade,Surge,Mirage,16,5,1,1,11,4,5,1,4507,2332314,219,181,2,1,1,-4.640334724859258,0.4,0.3333333333333333,40,38,1.0,1
10751,2019-04-06,Renegades,Natus Vincere,Inferno,5,16,2,2,1,5,4,11,4240,2332089,7,4,1,2,2,-123.42062443893542,-0.19999999999999996,-0.09999999999999998,-23,3,0.0,0
10752,2019-04-06,Renegades,Natus Vincere,Mirage,16,8,1,1,10,5,6,3,4240,2332089,7,4,1,2,2,-144.5083575393553,-0.19999999999999996,-0.1333333333333333,-23,3,0.0,0
10753,2019-04-06,Natus Vincere,ENCE,Train,11,16,2,1,8,7,3,9,4240,2332087,4,3,2,1,1,20.53991772847985,0.10000000000000009,0.0,23,1,0.0,1
10754,2019-04-06,MVP PK,BOOT-d[S],Dust2,16,4,1,2,2,3,14,1,4475,2332260,62,89,2,0,1,238.29775002604924,0.39999999999999997,0.3701754385964912,46,-27,0.5,1
10755,2019-04-06,MVP PK,BOOT-d[S],Nuke,16,5,1,1,12,3,4,2,4475,2332260,62,89,2,0,1,251.2473124594478,0.49999999999999994,0.41666666666666663,46,-27,1.0,1
10756,2019-04-06,PACT,MAJESTY,Mirage,16,6,1,1,13,2,3,4,4477,2332267,74,132,16,6,1,2.1863483433255624,0.3,0.2,202,-58,0.5,1
10757,2019-04-06,Movistar Riders,Akopalipsa,Inferno,7,16,2,1,6,9,1,7,4477,2332265,38,108,7,16,2,25.359075326294032,0.0,0.10476190476190478,226,-70,0.5,0
10758,2019-04-06,Natus Vincere,ENCE,Inferno,16,12,1,1,6,9,10,3,4240,2332087,4,3,2,1,1,50.650322267746105,0.20000000000000007,0.0,23,1,0.5,1
10759,2019-04-06,Natus Vincere,ENCE,Overpass,16,11,1,2,7,5,9,6,4240,2332087,4,3,2,1,1,78.01802518845625,0.4,0.033333333333333326,23,1,0.6666666666666666,1
10760,2019-04-06,Sprout,expert,Mirage,16,9,1,1,11,4,5,5,4519,2332284,26,85,2,0,1,162.61614507511263,-0.19999999999999996,0.10000000000000003,205,-59,1.0,1
10761,2019-04-06,Akopalipsa,PACT,Dust2,14,16,2,1,5,10,9,6,4477,2332313,108,74,14,16,2,121.52503430604384,0.09999999999999998,0.23333333333333334,-198,34,0.5,0
10762,2019-04-06,Sprout,expert,Train,16,7,1,2,6,2,10,5,4519,2332284,26,85,2,0,1,180.64430865474537,0.0,0.13333333333333336,205,-59,1.0,1
10763,2019-04-06,Movistar Riders,MAJESTY,Inferno,16,8,1,1,9,6,7,2,4477,2332316,38,132,16,8,1,146.5375722251042,0.5,0.5333333333333333,230,-94,0.5,1
10764,2019-04-06,Akopalipsa,Movistar Riders,Inferno,16,19,2,1,6,9,9,6,4477,2332321,108,38,0,2,2,-22.031688328527935,-0.09999999999999998,-0.12916666666666665,-226,70,0.5,0
10765,2019-04-06,Syman,Unique,Inferno,10,16,2,2,3,8,7,8,4529,2332347,106,107,10,16,2,102.96884440044437,0.4,0.06666666666666665,-29,-1,1.0,0
10766,2019-04-06,ALTERNATE aTTaX,Sprout,Dust2,7,16,2,1,5,10,2,6,4519,2332318,50,26,2,1,1,-177.38972558229034,-0.39999999999999997,-0.1333333333333333,-155,24,0.6666666666666666,1
10767,2019-04-06,ALTERNATE aTTaX,Sprout,Cache,16,11,1,1,10,5,6,6,4519,2332318,50,26,2,1,1,-130.33730438790235,-0.29999999999999993,-0.09999999999999998,-155,24,0.75,1
10768,2019-04-06,ALTERNATE aTTaX,Sprout,Train,16,14,1,1,12,3,4,11,4519,2332318,50,26,2,1,1,-86.86593756624961,-0.19999999999999996,-0.06666666666666665,-155,24,0.8,1
10769,2019-04-06,HOLLYWOOD,Mock-it,Mirage,12,16,2,2,7,6,5,10,4529,2332337,236,100,12,16,2,33.33145382646944,0.0,0.0,-2,136,0.5,0
10770,2019-04-06,Akopalipsa,Movistar Riders,Mirage,5,16,2,1,5,10,0,6,4477,2332321,108,38,0,2,2,-52.00521035249244,-0.09999999999999998,-0.15490196078431373,-226,70,0.0,0
10771,2019-04-06,HoP,Unique,Mirage,22,25,2,2,8,7,7,8,4529,2332341,103,107,22,25,2,49.978632471206765,-0.1,-0.4,-182,-4,0.5,0
10772,2019-04-06,x-kom,SJ,Mirage,7,16,2,1,3,12,4,4,4513,2332309,47,67,0,2,2,148.89036419759555,0.39999999999999997,0.06666666666666665,-130,-20,0.0,0
10773,2019-04-06,x-kom,SJ,Train,11,16,2,1,7,8,4,8,4513,2332309,47,67,0,2,2,103.95912546345585,0.3,0.0,-130,-20,0.0,0
10774,2019-04-06,NRG,fnatic,Cache,17,19,2,1,9,6,6,9,4240,2332088,11,12,0,2,2,24.003378901815722,0.39999999999999997,-0.033333333333333326,-90,-1,0.0,0
10775,2019-04-06,NRG,fnatic,Overpass,17,19,2,1,9,6,6,9,4240,2332088,11,12,0,2,2,-10.203903288567744,0.19999999999999996,-0.06666666666666665,-90,-1,0.0,0
10776,2019-04-06,Grayhound,Alpha Red,Mirage,11,16,2,1,6,9,5,7,4475,2332261,42,57,0,2,2,380.30735598991396,0.5,0.3666666666666667,13,-15,1.0,0
10777,2019-04-06,Grayhound,Alpha Red,Overpass,10,16,2,2,6,5,4,11,4475,2332261,42,57,0,2,2,322.7535805166144,0.4,0.33333333333333337,13,-15,0.75,0
10778,2019-04-05,AVANT,Ground Zero,Train,19,15,1,1,6,9,9,6,4373,2332138,111,144,2,0,1,99.08759880471166,0.09999999999999998,0.06666666666666665,-14,-33,1.0,1
10779,2019-04-05,DETONA,W7M,Train,13,16,2,2,8,6,5,10,4488,2332160,78,76,0,2,2,111.78601049631766,0.5,0.2666666666666667,14,2,0.75,0
10780,2019-04-05,DETONA,W7M,Mirage,11,16,2,2,7,5,4,11,4488,2332160,78,76,0,2,2,69.8312965374596,0.4,0.2666666666666667,14,2,0.6923076923076923,0
10781,2019-04-05,NRG,Vitality,Mirage,16,11,1,2,10,2,6,9,4240,2332084,11,9,2,0,1,-331.1247126873045,-0.5,-0.5,-102,2,0.0,1
10782,2019-04-05,NRG,Vitality,Overpass,25,23,1,2,8,7,7,8,4240,2332084,11,9,2,0,1,-275.4075181136127,-0.4,-0.43333333333333335,-102,2,0.16666666666666666,1
10783,2019-04-05,fnatic,North,Inferno,16,1,1,1,14,1,2,0,4240,2332085,12,10,2,1,1,64.83219320691455,0.3,0.06666666666666665,43,2,1.0,1
10784,2019-04-05,fnatic,North,Nuke,10,16,2,1,9,6,1,10,4240,2332085,12,10,2,1,1,90.92928277760234,0.4,0.1333333333333333,43,2,1.0,1
10785,2019-04-05,fnatic,North,Mirage,16,6,1,1,11,4,5,2,4240,2332085,12,10,2,1,1,114.74050167753944,0.5,0.19999999999999996,43,2,1.0,1
10786,2019-04-05,Renegades,NiP,Dust2,16,5,1,2,6,0,10,5,4240,2332086,7,6,2,0,1,-3.799786018017585,0.0,-0.09999999999999998,-32,1,0.5,1
10787,2019-04-05,AVANT,Ground Zero,Mirage,16,6,1,1,10,5,6,1,4373,2332138,111,144,2,0,1,122.20093642271263,0.2,0.09999999999999998,-14,-33,1.0,1
10788,2019-04-05,Renegades,NiP,Mirage,16,11,1,1,10,5,6,6,4240,2332086,7,6,2,0,1,28.550173254813217,0.09999999999999998,-0.06666666666666665,-32,1,1.0,1
10789,2019-04-05,Windigo,GamerLegion,Overpass,14,16,2,1,9,6,5,10,4513,2332215,15,35,0,2,2,40.34053843507695,0.4,-0.033333333333333326,-146,-20,1.0,0
10790,2019-04-05,Windigo,GamerLegion,Vertigo,7,16,2,1,4,11,3,5,4513,2332215,15,35,0,2,2,4.641644697854417,0.20000000000000007,-0.06666666666666665,-146,-20,0.6666666666666666,0
10791,2019-04-05,BOOT-d[S],Grayhound,Dust2,13,16,2,1,6,9,7,7,4475,2332255,89,42,13,16,2,-470.5676606320701,-0.6000000000000001,-0.5619047619047619,-119,47,0.5,0
10792,2019-04-05,MVP PK,Alpha Red,Train,16,9,1,2,9,1,7,8,4475,2332254,62,57,16,9,1,60.266390802321894,0.30000000000000004,0.19999999999999996,-60,5,0.6666666666666666,1
10793,2019-04-04,Paradox,ORDER,Inferno,4,16,2,2,0,5,4,11,4380,2331952,118,91,1,2,2,-314.5901194469477,-0.4,-0.36666666666666664,-67,27,0.0,0
10794,2019-04-04,Virtus.pro,Nemiga,Inferno,10,16,2,2,3,8,7,8,4513,2332213,59,54,0,2,2,-99.12098504884557,-0.3,-0.2,-46,5,0.0,0
10795,2019-04-04,Virtus.pro,Nemiga,Nuke,8,16,2,1,7,8,1,8,4513,2332213,59,54,0,2,2,-122.23148490450762,-0.39999999999999997,-0.23333333333333334,-46,5,0.0,0
10796,2019-04-04,Breakaway,Chiefs,Dust2,2,16,2,1,1,14,1,2,4380,2331953,119,70,0,2,2,-236.50037659414056,-0.19999999999999996,-0.2242424242424242,-143,49,0.0,0
10797,2019-04-04,Paradox,ORDER,Nuke,9,16,2,1,5,10,4,6,4380,2331952,118,91,1,2,2,-323.5837969786346,-0.5,-0.4000000000000001,-67,27,0.0,0
10798,2019-04-04,Paradox,ORDER,Mirage,16,12,1,1,7,8,9,4,4380,2331952,118,91,1,2,2,-332.1846852977094,-0.5,-0.4333333333333334,-67,27,0.0,0
10799,2019-04-04,The Quest,BLITZKRIEG,Dust2,16,11,1,1,8,7,8,4,4494,2332217,93,136,2,1,1,-35.34424065899475,-0.4,-0.021739130434782594,63,-43,0.5,1
10800,2019-04-04,The Quest,BLITZKRIEG,Cache,8,16,2,1,5,10,3,6,4494,2332217,93,136,2,1,1,-0.10009903714626489,-0.4,0.033333333333333326,63,-43,1.0,1
10801,2019-04-04,The Quest,BLITZKRIEG,Inferno,16,11,1,2,8,4,8,7,4494,2332217,93,136,2,1,1,31.90912042462878,-0.30000000000000004,0.053333333333333344,63,-43,1.0,1
10802,2019-04-04,Thunder Logic,Zone,Overpass,6,16,2,2,4,3,2,13,4494,2332222,98,69,0,2,2,27.34553736577618,0.44999999999999996,0.2833333333333333,68,29,0.5,0
10803,2019-04-04,Thunder Logic,Zone,Train,14,16,2,1,6,9,8,7,4494,2332222,98,69,0,2,2,-7.167891815991879,0.19999999999999996,0.09999999999999998,68,29,0.0,0
10804,2019-04-04,Chaos,SJ,Train,16,11,1,1,8,7,8,4,4513,2332214,48,67,2,0,1,86.63027671518512,0.5,-0.16666666666666663,-18,-19,0.5,1
10805,2019-04-04,Chaos,SJ,Inferno,16,9,1,2,10,0,6,9,4513,2332214,48,67,2,0,1,110.81267626893396,0.6,-0.09999999999999998,-18,-19,1.0,1
10806,2019-04-04,Breakaway,Chiefs,Train,7,16,2,1,4,11,3,5,4380,2331953,119,70,0,2,2,-249.55714137882205,-0.29999999999999993,-0.27536231884057966,-143,49,0.0,0
10807,2019-04-04,Movistar Riders,Epsilon,Mirage,8,16,2,1,5,10,3,6,4287,2332241,38,28,0,2,2,6.433905679722557,-0.09999999999999998,0.033333333333333326,131,10,0.5,0
10808,2019-04-04,x-kom,pro100,Nuke,16,12,1,2,5,8,11,4,4497,2332263,47,72,1,2,2,188.70258845755666,0.3,0.3333333333333333,-124,-25,1.0,0
10809,2019-04-04,London,Endpoint,Cache,16,13,1,2,7,7,9,6,4497,2332238,122,97,2,0,1,167.79551965365226,0.39999999999999997,0.3523809523809524,-9,25,0.5,1
10810,2019-04-04,London,Endpoint,Train,16,10,1,1,10,5,6,5,4497,2332238,122,97,2,0,1,185.44011130773833,0.39999999999999997,0.403030303030303,-9,25,1.0,1
10811,2019-04-04,Sharks,DreamEaters,Train,16,12,1,2,10,3,6,9,4513,2332239,73,75,1,2,2,3.406281799359931,-0.30000000000000004,-0.13333333333333336,-33,-2,0.5,0
10812,2019-04-04,Sharks,DreamEaters,Mirage,13,16,2,2,4,10,9,6,4513,2332239,73,75,1,2,2,-28.907438296890177,-0.30000000000000004,-0.13333333333333336,-33,-2,0.0,0
10813,2019-04-04,Sharks,DreamEaters,Dust2,8,16,2,1,7,8,1,8,4513,2332239,73,75,1,2,2,-58.25109163785601,-0.4,-0.13333333333333336,-33,-2,0.0,0
10814,2019-04-04,x-kom,pro100,Inferno,7,16,2,1,5,10,2,6,4497,2332263,47,72,1,2,2,140.85128020753405,0.2,0.26666666666666666,-124,-25,0.5,0
10815,2019-04-04,Movistar Riders,Epsilon,Inferno,14,16,2,2,10,5,4,11,4287,2332241,38,28,0,2,2,-26.158611204267345,-0.19999999999999996,0.0,131,10,0.3333333333333333,0
10816,2019-04-04,x-kom,pro100,Dust2,13,16,2,1,6,9,7,7,4497,2332263,47,72,1,2,2,96.54529304916446,0.09999999999999998,0.2,-124,-25,0.3333333333333333,0
10817,2019-04-04,HAVU,Copenhagen Flames,Cache,16,8,1,1,9,6,7,2,4497,2332240,64,71,2,0,1,-0.6556016030388037,0.39999999999999997,-0.16666666666666663,47,-7,0.0,1
10818,2019-04-04,HAVU,Copenhagen Flames,Nuke,16,14,1,1,8,7,8,7,4497,2332240,64,71,2,0,1,31.404781464417056,0.39999999999999997,-0.09999999999999998,47,-7,0.14285714285714285,1
10819,2019-04-03,North,FaZe,Dust2,16,9,1,2,7,3,9,6,4240,2332083,10,5,2,0,1,-159.69594293160867,-0.8,-0.16666666666666663,1,5,0.0,1
10820,2019-04-03,Variance,Zone,Nuke,3,16,2,2,2,2,1,14,4494,2332144,110,69,0,2,2,-19.64372922231655,0.0,-0.033333333333333326,26,41,0.5,0
10821,2019-04-03,Variance,Zone,Mirage,14,16,2,1,8,7,6,9,4494,2332144,110,69,0,2,2,-49.83640030682204,-0.0714285714285714,-0.10476190476190472,26,41,0.0,0
10822,2019-04-03,slashLEVEL,Big Frames,Inferno,16,6,1,2,2,5,14,1,4494,2332216,116,125,2,0,1,208.4179214566568,0.5,0.3696969696969697,-62,-9,0.5,1
10823,2019-04-03,slashLEVEL,Big Frames,Nuke,16,5,1,1,13,2,3,3,4494,2332216,116,125,2,0,1,223.23518184163436,0.7,0.4333333333333333,-62,-9,1.0,1
10824,2019-04-03,NiP,Spirit,Dust2,16,7,1,2,8,0,8,7,4240,2332081,6,30,2,1,1,-41.073802163186656,-0.2,-0.033333333333333326,-61,-24,1.0,1
10825,2019-04-03,NiP,Spirit,Mirage,12,16,2,1,7,8,5,8,4240,2332081,6,30,2,1,1,-5.3082910508449,0.0,-0.033333333333333326,-61,-24,1.0,1
10826,2019-04-03,NRG,BIG,Cache,16,4,1,2,4,1,12,3,4240,2332082,11,18,2,0,1,175.9389773825901,0.3,0.16666666666666669,-90,-7,0.5,1
10827,2019-04-03,NRG,BIG,Mirage,16,13,1,2,10,4,6,9,4240,2332082,11,18,2,0,1,192.9908140298785,0.49999999999999994,0.16666666666666669,-90,-7,1.0,1
10828,2019-04-03,NiP,Spirit,Nuke,16,14,1,1,8,7,8,7,4240,2332081,6,30,2,1,1,27.18058258384076,0.09999999999999998,-0.033333333333333326,-61,-24,1.0,1
10829,2019-04-03,North,FaZe,Train,16,12,1,1,11,4,5,8,4240,2332083,10,5,2,0,1,-113.9425898992215,-0.6,-0.1333333333333333,1,5,0.25,1
10830,2019-04-03,AGO,Nordavind,Inferno,25,21,1,2,3,12,12,3,4513,2332185,20,180,2,1,1,-46.6907851114031,0.2,-0.2,46,-160,0.0,1
10831,2019-04-03,AGO,Nordavind,Vertigo,5,16,2,2,2,4,3,12,4513,2332185,20,180,2,1,1,-10.416107275055083,0.3,-0.16666666666666669,46,-160,0.5,1
