,elo_diff,winrate_10_diff,winrate_30_diff,experience_diff,rank_diff,h2h_winrate,_map
3948,377.22705652593936,0.5,0.5333333333333334,90,-4,1.0,Dust2
3949,391.90688634983326,0.4,0.4363636363636364,137,-26,1.0,Train
3950,141.8412186119699,0.0999999999999999,0.1999999999999999,92,-13,1.0,Cobblestone
3951,18.005439087172363,0.1,-0.1333333333333333,-6,-9,1.0,Cache
3952,-267.77309709273686,-0.9,-0.8333333333333334,-49,128,0.5,Cache
3953,162.35497212147357,0.0,0.3,10,-54,1.0,Train
3954,-279.0580950532253,-0.9,-0.8333333333333334,-49,128,0.0,Train
3955,52.45507618463671,-0.0999999999999999,-0.1333333333333333,258,38,0.5,Cache
3956,-127.70927192718476,0.1,-0.1999999999999999,17,-93,0.5,Overpass
3957,-84.44941987332459,0.3,-0.1666666666666666,17,-93,1.0,Cobblestone
3958,79.66016213456624,0.0,-0.0333333333333333,258,38,1.0,Train
3959,180.40261125194277,0.0999999999999999,0.3,10,-54,1.0,Cache
3960,47.91633894699999,0.2,-0.03,-9,-9,1.0,Train
3961,100.6817611113588,0.2,0.074074074074074,-9,-9,1.0,Inferno
3962,75.53085036238645,0.2,0.0248868778280543,-9,-9,1.0,Cache
3963,-221.5560003767409,-0.3,-0.1666666666666667,-52,7,0.0,Mirage
3964,32.70289647380855,0.4,0.4736842105263157,14,13,0.5,Cobblestone
3965,-2.3002876351558825,0.1333333333333333,0.2833333333333333,14,13,0.0,Cache
3966,-206.6206031064903,-0.3,-0.1333333333333334,-52,7,0.5,Dust2
3967,-27.54556795804297,0.1,-0.2,-115,-13,0.5,Overpass
3968,265.9311003299288,-0.4,-0.3846153846153846,25,-103,0.5,Mirage
3969,-111.81553534194654,-0.1999999999999999,-0.0333333333333333,-464,-53,0.0,Cobblestone
3970,-133.85836526988442,-0.3,-0.0666666666666666,-464,-53,0.0,Cache
3971,216.0333928029404,0.7,0.7333333333333333,90,-12,0.5,Overpass
3972,166.3573626985367,0.2666666666666666,0.3666666666666666,90,-12,0.0,Nuke
3973,174.56755862222644,-0.1,0.1333333333333334,98,-51,0.5,Overpass
3974,-87.72814455645221,-0.1,-0.0333333333333333,-464,-53,0.0,Overpass
3975,303.4016097749641,0.6142857142857143,0.3809523809523809,261,-85,0.5,Cobblestone
3976,17.5294966694737,0.0,-0.0916666666666666,-9,-9,1.0,Dust2
3977,328.0193401269046,0.75,0.5166666666666667,263,-85,1.0,Cache
3978,-15.937359703549646,-0.2,-0.1614906832298137,-9,-9,0.5,Cobblestone
3979,191.71832682745932,0.0,0.1333333333333334,98,-51,1.0,Nuke
3980,211.82301298312015,0.3,0.1083333333333332,254,-3,1.0,Cache
3981,196.18908504002025,0.1999999999999999,0.0333333333333333,254,-3,0.5,Train
3982,-23.57746962810484,0.4999999999999999,0.2333333333333332,-776,9,0.0,Dust2
3983,-53.409231771790246,0.3,0.1487179487179487,-776,9,0.0,Cache
3984,10.669935681105471,-0.3999999999999999,-0.1333333333333333,865,-30,1.0,Mirage
3985,232.3645073622822,0.6,0.2666666666666666,143,-51,1.0,Nuke
3986,245.6704533163072,0.6,0.3,143,-51,1.0,Overpass
3987,156.19602222180288,0.3,0.0,422,-83,0.5,Cache
3988,174.70661182699746,0.4,0.0333333333333333,422,-83,1.0,Cobblestone
3989,-61.05665300818191,-0.7000000000000001,-0.1785714285714286,865,-30,0.5,Cobblestone
3990,-23.490311317661963,-0.6000000000000001,-0.1551724137931034,865,-30,1.0,Train
3991,218.17728035236155,0.5,0.2333333333333332,143,-51,1.0,Mirage
3992,291.4091232522512,0.6000000000000001,0.4666666666666667,254,-19,1.0,Cobblestone
3993,301.4845589695626,0.6000000000000001,0.4794871794871794,254,-19,1.0,Mirage
3994,-159.94858169510144,-0.6000000000000001,0.0666666666666666,299,7,0.0,Overpass
3995,-178.1762639650433,-0.7000000000000001,0.0,299,7,0.0,Train
3996,-195.06748908640475,-0.8,-0.0666666666666666,299,7,0.0,Mirage
3997,56.07038483644055,-0.1999999999999999,0.0666666666666666,319,-3,0.5384615384615384,Cache
3998,82.95048323617266,0.0,0.0999999999999999,319,-3,0.5714285714285714,Cobblestone
3999,26.14157660528076,-0.0666666666666667,0.0606060606060606,-16,57,0.0,Cache
4000,63.96752269763124,0.1,0.1619047619047619,-16,57,0.5,Dust2
4001,108.8167632618397,0.0,0.1333333333333333,576,-2,0.8571428571428571,Mirage
4002,84.44479839625365,-0.2,0.1,576,-2,0.8333333333333334,Overpass
4003,-245.59521527680224,-0.4,-0.4666666666666667,479,123,0.0,Nuke
4004,-258.1162859661372,-0.4,-0.5,479,123,0.0,Overpass
4005,-136.9201899807258,0.4,0.3,-292,22,0.5,Dust2
4006,-92.9240592893093,0.5,0.3333333333333333,-292,22,1.0,Cobblestone
